21/05/2025 00:12:17	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 12:38:49	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:39:00	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:39:00	Dal.SaleImplementation.Create :	create sale end
21/05/2025 12:39:05	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:39:05	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:42:27	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:42:27	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:42:37	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:44:05	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:44:05	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:44:15	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:46:07	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:46:07	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:46:14	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:47:29	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:47:29	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:47:37	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:48:36	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:48:36	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:48:44	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:50:50	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:50:50	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:50:56	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:54:46	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:54:46	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:54:53	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:58:07	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 12:58:13		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:58:13		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:58:21		Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:58:56	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:58:56	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:59:01	Dal.SaleImplementation.Create :	create sale start
21/05/2025 12:59:01	Dal.SaleImplementation.Create :	create sale end
21/05/2025 12:59:03	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:59:03	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:59:09	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:59:09	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:59:10	Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 12:59:10	Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 12:59:19	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 12:59:23		Dal.ProductImplementation.Read :	read Product start
21/05/2025 12:59:23		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:03:34	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:03:42		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:03:42		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:03:42		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:03:42		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:03:42		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:03:42		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:03:45		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:03:45		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:03:45		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:03:45		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:03:45		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:03:45		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:03:57		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:03:57		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:03:57		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:03:57		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:03:57		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:03:57		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:04:00		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:04:00		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:04:00		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:04:00		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:04:00		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:04:00		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:04:00		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:04:00		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:04:00		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:04:00		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:04:00		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:04:00		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:04:01		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:04:01		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:09:18	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:09:22		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:09:22		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:09:39		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:09:39		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:09:42		Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:09:57			Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:09:58				Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:10:02					Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:10:02					Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:10:19					Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:10:29						Dal.CustomerImplementation.ReadAll :	ReadAll Customer start
21/05/2025 13:10:29						Dal.CustomerImplementation.ReadAll :	ReadAll Customer end
21/05/2025 13:10:38						Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:10:46							Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:10:46							Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:10:46							Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:10:46							Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:10:46							Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:10:46							Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:10:50							Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:10:50							Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:10:50							Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:10:50							Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:10:50							Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:10:50							Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:11:15							Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:11:15							Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:11:15							Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:11:15							Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:11:16							Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:11:16							Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:11:29							Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:11:29							Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:11:29							Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:11:29							Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:11:29							Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:11:29							Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:18:48	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:19:08		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:08		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:08		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:08		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:08		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:08		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:09		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:09		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:09		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:09		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:09		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:09		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:10		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:10		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:10		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:10		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:10		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:10		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:11		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:11		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:11		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:11		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:11		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:11		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:14		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:14		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:14		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:14		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:14		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:14		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:15		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:15		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:15		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:15		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:15		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:15		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:16		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:16		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:16		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:16		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:16		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:16		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:16		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:16		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:16		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:16		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:16		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:16		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:17		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:17		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:19:18		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:19:18		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:19:18		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:19:18		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:19:18		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:19:18		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:35	Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:22:40		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:40		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:45		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:45		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:45		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:45		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:45		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:45		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:47		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:47		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:47		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:47		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:47		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:47		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:48		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:48		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:48		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:48		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:48		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:48		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:53		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:53		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:53		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:53		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:53		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:53		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:54		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:54		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:22:55		Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:22:55		Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:22:55		Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:22:55		Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:22:55		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:22:55		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:02		Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:02		Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:21		Dal.ProductImplementation.ReadAll :	read Product start
21/05/2025 13:23:27			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:27			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:27			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:27			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:27			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:27			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:28			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:28			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:28			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:28			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:28			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:28			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:29			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:29			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:29			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:29			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:29			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:29			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:29			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:29			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:29			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:29			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:29			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:29			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:30			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:30			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:30			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:30			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:30			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:30			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:30			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:30			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:30			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:30			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:30			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:30			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:32			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:32			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:32			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:32			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:32			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:32			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:33			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:33			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:33			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:33			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:33			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:33			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:33			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:33			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:33			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:33			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:33			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:33			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:33			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:34			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:34			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:34			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:41			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:41			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:41			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:41			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:41			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:41			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:41			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:41			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:41			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:41			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:41			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:41			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale start
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale end
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Read :	read Product end
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product start
21/05/2025 13:23:42			Dal.ProductImplementation.Update :	update Product end
21/05/2025 13:23:42			Dal.SaleImplementation.ReadAll :	readAll sale start
